TreeID,Conductance_mmol_m2s
PIEN1,445
PIEN4,297.9
PIEN9,141.1
PIEN14,305.4
PIEN18,219.7
PIEN21,323.2
PIEN24,472.8
PIEN26,297.6
PIEN27,479.1
PIEN28,345.7
PIEN31,263.5
PIEN33,385.1
PIEN34,467.4
PIEN35,276.9
PIEN38,384.6
PIEN40,392.8
PIEN42,361.1
PIEN45,351.6
PIEN46,400.8
PIEN56,399.8
