TreeID,Conductance_mmol_m2s
PSME3,192.6
PSME6,76.3
PSME12,228.8
PSME15,78
PSME17,140
PSME20,85.5
PSME22,144.1
PSME26,65.2
PSME27,331.9
PSME30,86.1
PSME31,280.6
PSME35,127.3
PSME37,233
PSME42,75.9
PSME45,175.6
PSME46,109.6
PSME48,203.8
PSME50,58.8
PSME57,225.4
PSME58,64.2
