TreeID,Conductance_mmol_m2s
PIPO1,197.6
PIPO5,126.7
PIPO10,77.3
PIPO11,101.2
PIPO18,117.7
PIPO19,71.7
PIPO20,88.2
PIPO22,59.1
PIPO31,177.2
PIPO32,78.8
PIPO35,112.7
PIPO48,55.9
PIPO51,91.8
PIPO52,60.5
PIPO53,206
PIPO55,71.2
PIPO58,58.2
