TreeID,Conductance_mmol_m2s
PIFL1,243.6
PIFL3,83.9
PIFL9,201.9
PIFL10,76.5
PIFL12,168.9
PIFL17,74.9
PIFL21,164.1
PIFL27,67.2
PIFL28,217.4
PIFL29,75.1
PIFL36,201
PIFL40,96.6
PIFL41,144.5
PIFL43,79.8
PIFL46,195.7
PIFL47,91.6
PIFL52,271.9
PIFL54,71.6
PIFL55,113.6
PIFL57,65.5
