TreeID,Conductance_mmol_m2s
PSME3,154.7
PSME6,124.1
PSME12,253.7
PSME15,74.4
PSME17,15.1
PSME20,111
PSME22,116.8
PSME26,68.5
PSME27,258.5
PSME30,108
PSME31,162.4
PSME35,165.3
PSME37,86.5
PSME42,122.6
PSME45,220.1
PSME46,128.2
PSME48,116.6
PSME50,66.1
PSME57,77.6
PSME58,115.7
