TreeID,Conductance_mmol_m2s
PIFL1,302.1
PIFL3,248.5
PIFL9,258.8
PIFL10,391.4
PIFL12,385.4
PIFL17,359.2
PIFL21,307.5
PIFL27,280.4
PIFL28,410.8
PIFL29,258.7
PIFL36,322.4
PIFL40,373.4
PIFL41,343.2
PIFL43,372.6
PIFL46,361.1
PIFL47,279.2
PIFL52,374
PIFL54,241.7
PIFL55,475.5
PIFL57,280.8
