TreeID,Conductance_mmol_m2s
PIPO1,123
PIPO2,100.2
PIPO5,190
PIPO10,67.5
PIPO11,162.5
PIPO16,99
PIPO18,160.6
PIPO19,87.7
PIPO20,246
PIPO22,92.4
PIPO31,181.7
PIPO32,90.7
PIPO35,235.7
PIPO48,87.6
PIPO51,109.7
PIPO52,82
PIPO53,272.3
PIPO55,77.3
PIPO56,103.1
PIPO58,80.1
