TreeID,Conductance_mmol_m2s
PIPO1,93.6
PIPO5,104.8
PIPO11,134.2
PIPO18,81.4
PIPO20,74.4
PIPO22,50.1
PIPO31,133.5
PIPO35,146.9
PIPO48,48.8
PIPO51,61.2
PIPO52,50.1
PIPO53,154.2
PIPO58,57.6
