TreeID,Conductance_mmol_m2s
PIEN1,120
PIEN4,65.6
PIEN9,252.1
PIEN14,66.6
PIEN18,161.8
PIEN21,62.3
PIEN24,221.3
PIEN26,65.5
PIEN27,218.4
PIEN28,61.6
PIEN31,132.9
PIEN33,83.8
PIEN34,201.2
PIEN35,76.3
PIEN38,174.6
PIEN40,73.9
PIEN42,178.3
PIEN45,66.5
PIEN46,306.3
PIEN56,79.4
