TreeID,Conductance_mmol_m2s
PIEN1,310.9
PIEN4,161.9
PIEN9,304.5
PIEN14,139.8
PIEN18,342.8
PIEN21,114.9
PIEN24,258.1
PIEN26,113.2
PIEN27,363.8
PIEN28,89.3
PIEN31,181.9
PIEN33,103.8
PIEN34,385.3
PIEN35,113.3
PIEN38,204.3
PIEN40,74.7
PIEN42,176.2
PIEN45,135.6
PIEN46,478.2
PIEN56,136.9
