TreeID,Conductance_mmol_m2s
PIEN1,202.8
PIEN4,61.6
PIEN9,223.4
PIEN14,65.9
PIEN18,201
PIEN21,63.6
PIEN24,204.8
PIEN26,58.4
PIEN27,207.1
PIEN28,66.6
PIEN31,149.4
PIEN33,66.3
PIEN34,202.1
PIEN35,77.5
PIEN38,148.7
PIEN40,69.2
PIEN42,106
PIEN45,64.3
PIEN46,344.2
PIEN56,60.4
