TreeID,Conductance_mmol_m2s
PIEN1,167.3
PIEN4,94.1
PIEN9,238.2
PIEN14,100.5
PIEN18,149
PIEN24,202.6
PIEN27,178.2
PIEN31,149.3
PIEN33,116.3
PIEN34,201.2
PIEN38,171.7
PIEN42,154.4
PIEN46,269.8
PIEN56,115.6
