TreeID,Conductance_mmol_m2s
PIFL1,169.9
PIFL3,82.5
PIFL9,219.6
PIFL10,72.5
PIFL12,167.8
PIFL17,72.3
PIFL21,257.5
PIFL27,73.8
PIFL28,216.3
PIFL29,79.6
PIFL36,208.7
PIFL40,168
PIFL41,198.1
PIFL43,67.5
PIFL46,209.9
PIFL47,90.4
PIFL52,297.3
PIFL54,84.8
PIFL55,163.8
PIFL57,76
