TreeID,Conductance_mmol_m2s
PIPO1,151.9
PIPO2,90.8
PIPO5,125.3
PIPO10,124.6
PIPO11,86
PIPO16,149.6
PIPO18,133.8
PIPO19,133.1
PIPO20,118.9
PIPO22,200.9
PIPO31,147.9
PIPO32,102.7
PIPO35,206.7
PIPO48,168.2
PIPO51,95.7
PIPO52,96
PIPO53,199.4
PIPO55,77.9
PIPO56,116.6
PIPO58,86.6
