TreeID,Conductance_mmol_m2s
PIPO1,240
PIPO2,85.8
PIPO5,91.5
PIPO10,102.9
PIPO11,278.5
PIPO16,108.9
PIPO18,119.8
PIPO19,80.8
PIPO20,165.2
PIPO22,111.9
PIPO31,107.4
PIPO32,79.3
PIPO35,159.6
PIPO48,83.6
PIPO51,214.4
PIPO52,76.4
PIPO53,211.4
PIPO55,90.2
PIPO56,175.3
PIPO58,86.1
