TreeID,Conductance_mmol_m2s
PSME3,208.3
PSME6,224.5
PSME12,323.9
PSME15,111.1
PSME17,178.6
PSME20,127
PSME22,142.2
PSME26,94.6
PSME27,331.1
PSME30,98.8
PSME31,227.8
PSME35,256.8
PSME37,199.9
PSME42,75.8
PSME45,66.3
PSME46,130.7
PSME48,229.4
PSME50,77.4
PSME57,163.1
PSME58,139.3
