TreeID,Conductance_mmol_m2s
PSME3,276.8
PSME6,121.8
PSME12,271.4
PSME15,90.7
PSME17,108.3
PSME20,97.9
PSME22,124.5
PSME26,96
PSME27,203
PSME30,77.7
PSME31,282.4
PSME35,90.2
PSME37,220.2
PSME42,79.2
PSME45,168.5
PSME46,93.3
PSME48,219
PSME50,66.2
PSME57,119.1
PSME58,86
