TreeID,Conductance_mmol_m2s
PIFL1,290.7
PIFL3,215.6
PIFL9,332
PIFL10,104.5
PIFL12,246
PIFL17,135.2
PIFL21,434.6
PIFL27,215.7
PIFL28,323.4
PIFL29,242.8
PIFL36,276.8
PIFL40,188.2
PIFL41,247.7
PIFL43,101.6
PIFL46,290.6
PIFL47,257.7
PIFL52,430.9
PIFL54,205.7
PIFL55,279.4
PIFL57,182.5
