TreeID,Conductance_mmol_m2s
PIEN1,257.4
PIEN4,234.9
PIEN9,209.9
PIEN14,168.4
PIEN18,242.1
PIEN21,213.7
PIEN24,279.9
PIEN26,115.1
PIEN27,319.1
PIEN28,137.3
PIEN31,222.9
PIEN33,125.2
PIEN34,233.8
PIEN35,92
PIEN38,339.2
PIEN40,89.8
PIEN42,147.6
PIEN45,97.5
PIEN46,343.8
PIEN56,152.8
