TreeID,Conductance_mmol_m2s
PIFL1,188.4
PIFL3,110.5
PIFL9,213.4
PIFL10,104.8
PIFL12,220.7
PIFL17,105.9
PIFL21,211.1
PIFL27,150.6
PIFL28,194.3
PIFL29,106.6
PIFL36,158.8
PIFL40,124.5
PIFL41,231.2
PIFL43,98.2
PIFL46,224.3
PIFL47,183.7
PIFL52,266
PIFL54,106
PIFL55,178.9
PIFL57,112.5
