TreeID,Conductance_mmol_m2s
PIFL1,250
PIFL3,208
PIFL9,257.4
PIFL10,154.4
PIFL12,173.5
PIFL17,177.2
PIFL21,350.8
PIFL27,160
PIFL28,252.5
PIFL29,251.4
PIFL36,192.2
PIFL40,315.5
PIFL41,342.2
PIFL43,175.7
PIFL46,290.1
PIFL47,242.5
PIFL52,388.5
PIFL54,206.7
PIFL55,294
PIFL57,106.2
