TreeID,Conductance_mmol_m2s
PIPO1,105.7
PIPO2,72.5
PIPO5,101.8
PIPO10,65.3
PIPO11,87.3
PIPO16,72.8
PIPO18,85.9
PIPO19,59.7
PIPO20,93.4
PIPO22,51.9
PIPO31,124.6
PIPO32,64.3
PIPO35,153.3
PIPO48,69.8
PIPO51,88.6
PIPO52,77.3
PIPO53,197.9
PIPO55,78.4
PIPO56,
PIPO58,62.5
