TreeID,Conductance_mmol_m2s
PIEN1,208.1
PIEN4,90.5
PIEN9,381.4
PIEN14,103.5
PIEN18,287.2
PIEN21,92.5
PIEN24,247.9
PIEN26,85.9
PIEN27,302.2
PIEN28,72
PIEN31,171.2
PIEN33,113.1
PIEN34,342.9
PIEN35,90.4
PIEN38,297.7
PIEN40,76.1
PIEN42,248.6
PIEN45,123.3
PIEN46,430.7
PIEN56,101.2
