TreeID,Conductance_mmol_m2s
PIPO1,110.4
PIPO2,110.8
PIPO5,206.1
PIPO10,150.8
PIPO11,285.8
PIPO16,164
PIPO18,175.1
PIPO19,169.8
PIPO20,131.8
PIPO22,171.3
PIPO31,251.7
PIPO32,121.8
PIPO35,279.6
PIPO48,95.3
PIPO51,280.5
PIPO52,325.5
PIPO53,340.2
PIPO55,74.8
PIPO56,257.3
PIPO58,98.1
