TreeID,Conductance_mmol_m2s
PIPO1,241.2
PIPO2,95.6
PIPO5,139.6
PIPO10,89.2
PIPO11,181.5
PIPO16,93.9
PIPO18,182.9
PIPO19,111.6
PIPO20,163.1
PIPO22,108.6
PIPO31,128.4
PIPO32,79.5
PIPO35,129.4
PIPO48,94
PIPO51,143.5
PIPO52,80.7
PIPO53,221.1
PIPO55,73.4
PIPO56,112
PIPO58,80.7
