TreeID,Conductance_mmol_m2s
PIPO1,158.7
PIPO2,78.3
PIPO5,209
PIPO10,75.9
PIPO11,130.2
PIPO16,87.5
PIPO18,125.7
PIPO19,85.5
PIPO20,179.2
PIPO22,81.6
PIPO31,241.7
PIPO32,81.2
PIPO35,241.1
PIPO48,66
PIPO51,130.5
PIPO52,77
PIPO53,200.7
PIPO55,70.2
PIPO56,106.9
PIPO58,61.8
