TreeID,Conductance_mmol_m2s
PIEN1,182.9
PIEN4,85.6
PIEN9,260.9
PIEN14,90.7
PIEN18,172.2
PIEN24,183.9
PIEN26,89.5
PIEN27,204
PIEN31,140
PIEN33,83.1
PIEN34,218.4
PIEN38,226.1
PIEN42,162
PIEN46,284.4
PIEN56,83.9
