TreeID,Conductance_mmol_m2s
PSME3,301.5
PSME6,143.1
PSME12,341.2
PSME15,62.5
PSME17,124.2
PSME20,108.6
PSME22,115.5
PSME26,68.4
PSME27,245
PSME30,98.8
PSME31,261
PSME35,111.7
PSME37,208.7
PSME42,59.1
PSME45,192.2
PSME46,170.7
PSME48,199.6
PSME50,65.3
PSME57,209.4
PSME58,156.4
