TreeID,Conductance_mmol_m2s
PSME3,138.9
PSME6,48.1
PSME12,129.8
PSME17,114.1
PSME27,87.8
PSME31,119.1
PSME35,55.6
PSME37,117
PSME45,70.5
PSME46,51.3
PSME48,112.5
PSME57,68.8
