TreeID,Conductance_mmol_m2s
PIEN1,197.7
PIEN4,91.9
PIEN9,315.9
PIEN14,95.3
PIEN18,297.5
PIEN21,83.1
PIEN24,277.5
PIEN26,90.9
PIEN27,329.8
PIEN28,76.4
PIEN31,171.4
PIEN33,86.7
PIEN34,182.3
PIEN35,95.6
PIEN38,175.2
PIEN40,66.8
PIEN42,245.6
PIEN45,78.3
PIEN46,423.2
PIEN56,87
