TreeID,Conductance_mmol_m2s
PIEN1,397.8
PIEN4,304.4
PIEN9,228.5
PIEN14,135.3
PIEN18,272
PIEN21,187.8
PIEN24,276.5
PIEN26,141.1
PIEN27,210.5
PIEN28,102.6
PIEN31,203.1
PIEN33,172.7
PIEN34,175.4
PIEN35,148.8
PIEN38,171.7
PIEN40,72.7
PIEN42,378.5
PIEN45,75.6
PIEN46,341.8
PIEN56,159.1
