TreeID,Conductance_mmol_m2s
PIPO1,266
PIPO2,289.9
PIPO5,124.1
PIPO10,225.5
PIPO11,192.3
PIPO16,234.5
PIPO18,96.5
PIPO19,116.5
PIPO20,165.2
PIPO22,264.9
PIPO31,328.1
PIPO32,248.9
PIPO35,133.1
PIPO48,214.8
PIPO51,253
PIPO52,156.9
PIPO53,160.5
PIPO55,185.1
PIPO56,127.3
PIPO58,163.9
