TreeID,Conductance_mmol_m2s
PIPO1,237.1
PIPO2,80.4
PIPO5,162.1
PIPO10,76.3
PIPO11,210.2
PIPO16,88.6
PIPO18,84.7
PIPO19,67.8
PIPO20,161.6
PIPO22,66.3
PIPO31,255.9
PIPO32,70.3
PIPO35,234.7
PIPO48,66.7
PIPO51,81.8
PIPO52,59.1
PIPO53,213.2
PIPO55,69.8
PIPO56,74.3
PIPO58,60.6
