TreeID,Conductance_mmol_m2s
PIFL1,260.2
PIFL3,187.4
PIFL9,266
PIFL10,140.9
PIFL12,334.5
PIFL17,111
PIFL21,353.5
PIFL27,184.1
PIFL28,357
PIFL29,243.4
PIFL36,240
PIFL40,285.6
PIFL41,273.9
PIFL43,107.6
PIFL46,263.1
PIFL47,224.1
PIFL52,444.5
PIFL54,194.2
PIFL55,229.4
PIFL57,135.9
