TreeID,Conductance_mmol_m2s
PSME3,178.5
PSME6,60.2
PSME12,130
PSME17,103
PSME27,176.3
PSME31,147
PSME35,77.5
PSME37,182.6
PSME42,62.1
PSME45,103.6
PSME46,56.5
PSME48,144
PSME57,128.3
