TreeID,Conductance_mmol_m2s
PIEN1,279.1
PIEN4,206.5
PIEN9,110.7
PIEN14,214.4
PIEN18,244.3
PIEN21,179.7
PIEN24,257.5
PIEN26,145.3
PIEN27,367.7
PIEN28,98.6
PIEN31,169.5
PIEN33,123
PIEN34,361.2
PIEN35,140
PIEN38,160.6
PIEN40,74.8
PIEN42,346.6
PIEN45,110.7
PIEN46,444.2
PIEN56,151.2
