TreeID,Conductance_mmol_m2s
PSME3,182
PSME6,146.8
PSME12,141
PSME15,84.1
PSME17,118.9
PSME20,83
PSME22,191.4
PSME26,171.2
PSME27,194
PSME30,109.4
PSME31,170.1
PSME35,68.8
PSME37,108.8
PSME42,68.9
PSME45,98.7
PSME46,81.4
PSME48,117.3
PSME50,72.9
PSME57,107.2
PSME58,92.9
