TreeID,Conductance_mmol_m2s
PIFL1,356.5
PIFL3,388.2
PIFL9,182.4
PIFL10,380
PIFL12,332.3
PIFL17,429.2
PIFL21,404.1
PIFL27,263.5
PIFL28,312.4
PIFL29,227.9
PIFL36,327.6
PIFL40,294.1
PIFL41,315.1
PIFL43,373.2
PIFL46,342.6
PIFL47,387.2
PIFL52,369.9
PIFL54,289.3
PIFL55,388.1
PIFL57,365.7
