TreeID,Fv_Fm_dark
PIPO1,0.81
PIPO2,0.7
PIPO5,0.79
PIPO10,0.75
PIPO11,0.8
PIPO16,0.71
PIPO18,0.8
PIPO19,0.77
PIPO20,0.79
PIPO22,0.77
PIPO31,0.79
PIPO32,0.74
PIPO35,0.78
PIPO48,0.77
PIPO51,0.77
PIPO52,0.78
PIPO53,0.8
PIPO55,0.76
PIPO56,0.15
PIPO58,0.78
