TreeID,Fv_Fm_dark
PIEN1,0.81
PIEN4,0.8
PIEN9,0.79
PIEN14,0.77
PIEN18,0.81
PIEN21,0.79
PIEN24,0.8
PIEN26,0.81
PIEN27,0.8
PIEN28,0.78
PIEN31,0.81
PIEN33,0.79
PIEN34,0.81
PIEN35,0.79
PIEN38,0.78
PIEN40,0.78
PIEN42,0.8
PIEN45,0.77
PIEN46,0.79
PIEN56,0.81
