TreeID,Fv_Fm_dark
PSME3,0.78
PSME6,0.8
PSME12,0.79
PSME15,0.79
PSME17,0.76
PSME20,0.79
PSME22,0.75
PSME26,0.76
PSME27,0.8
PSME30,0.8
PSME31,0.8
PSME35,0.79
PSME37,0.73
PSME42,0.75
PSME45,0.78
PSME46,0.76
PSME48,0.76
PSME50,0.76
PSME57,0.76
PSME58,0.77
