TreeID,Fv_Fm_dark
PIPO1,0.82
PIPO2,0.8
PIPO5,0.82
PIPO10,0.81
PIPO11,0.82
PIPO16,0.81
PIPO18,0.83
PIPO19,0.81
PIPO20,0.82
PIPO22,0.81
PIPO31,0.81
PIPO32,0.82
PIPO35,0.8
PIPO48,0.81
PIPO51,0.82
PIPO52,0.82
PIPO53,0.82
PIPO55,0.81
PIPO56,0.81
PIPO58,0.82
