TreeID,Fv_Fm_dark
PSME3,0.79
PSME6,0.78
PSME12,0.79
PSME15,0.64
PSME17,0.81
PSME20,0.73
PSME22,0.51
PSME26,0.56
PSME27,0.8
PSME30,0.71
PSME31,0.81
PSME35,0.79
PSME37,0.8
PSME42,0.73
PSME45,0.77
PSME46,0.75
PSME48,0.76
PSME50,0.49
PSME57,0.79
PSME58,0.68
