TreeID,Fv_Fm_dark
PIPO1,0.79
PIPO2,0
PIPO5,0.77
PIPO10,0
PIPO11,0.79
PIPO16,
PIPO18,0.79
PIPO19,0
PIPO20,0.78
PIPO22,0
PIPO31,0.78
PIPO32,0
PIPO35,0.78
PIPO48,0
PIPO51,0.76
PIPO52,0.09
PIPO53,0.78
PIPO55,0
PIPO58,0
