TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.77
PIFL9,0.72
PIFL10,0.14
PIFL12,0.78
PIFL17,0.53
PIFL21,0.79
PIFL27,0.77
PIFL28,0.77
PIFL29,0.32
PIFL36,0.78
PIFL40,0.75
PIFL41,0.81
PIFL43,0.02
PIFL46,0.79
PIFL47,0.78
PIFL52,0.77
PIFL54,0.75
PIFL55,0.81
PIFL57,0.71
