TreeID,Fv_Fm_dark
PIPO1,0.78
PIPO2,0
PIPO5,0.78
PIPO10,0.01
PIPO11,0.79
PIPO16,0
PIPO18,0.8
PIPO19,0.02
PIPO20,0.79
PIPO22,0.54
PIPO31,0.79
PIPO32,0.04
PIPO35,0.78
PIPO48,0.63
PIPO51,0.76
PIPO52,0.73
PIPO53,0.79
PIPO55,0.07
PIPO56,
PIPO58,0.45
