TreeID,Fv_Fm_dark
PSME3,0.8
PSME6,0.78
PSME12,0.77
PSME15,0.73
PSME17,0.81
PSME20,0.76
PSME22,0.71
PSME26,0.43
PSME27,0.77
PSME30,0.75
PSME31,0.81
PSME35,0.8
PSME37,0.79
PSME42,0.72
PSME45,0.77
PSME46,0.74
PSME48,0.78
PSME50,0.62
PSME57,0.78
PSME58,0.74
