TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.06
PIFL9,0.81
PIFL12,0.77
PIFL21,0.79
PIFL27,0.06
PIFL28,0.8
PIFL36,0.73
PIFL40,0.51
PIFL41,0.79
PIFL46,0.79
PIFL47,0
PIFL52,0.8
PIFL54,0.02
PIFL55,0.81
