TreeID,Fv_Fm_dark
PIFL1,0.8
PIFL3,0.39
PIFL9,0.79
PIFL12,0.73
PIFL17,0.07
PIFL21,0.79
PIFL27,0.11
PIFL28,0.78
PIFL36,0.8
PIFL40,0.76
PIFL41,0.8
PIFL46,0.77
PIFL47,0.22
PIFL52,0.78
PIFL54,0.14
PIFL55,0.79
PIFL57,0.03
