TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.06
PIFL9,0.79
PIFL12,0.77
PIFL21,0.79
PIFL27,0
PIFL28,0.79
PIFL36,0.78
PIFL40,0.56
PIFL41,0.8
PIFL46,0.77
PIFL47,0.01
PIFL52,0.75
PIFL54,0
PIFL55,0.8
