TreeID,Fv_Fm_dark
PIEN1,0.8
PIEN4,0.78
PIEN9,0.76
PIEN14,0.77
PIEN18,0.8
PIEN21,0.8
PIEN24,0.77
PIEN26,0.81
PIEN27,0.78
PIEN28,0.78
PIEN31,0.79
PIEN33,0.75
PIEN34,0.75
PIEN35,0.75
PIEN38,0.77
PIEN40,0.78
PIEN42,0.78
PIEN45,0.77
PIEN46,0.75
PIEN56,0.74
