TreeID,Fv_Fm_dark
PIEN1,0.79
PIEN4,0.81
PIEN9,0.78
PIEN14,0.8
PIEN18,0.8
PIEN21,0.81
PIEN24,0.79
PIEN26,0.81
PIEN27,0.75
PIEN28,0.77
PIEN31,0.81
PIEN33,0.8
PIEN34,0.8
PIEN35,0.79
PIEN38,0.8
PIEN40,0.79
PIEN42,0.78
PIEN45,0.81
PIEN46,0.79
PIEN56,0.79
