TreeID,Fv_Fm_dark
PIEN1,0.81
PIEN4,0.78
PIEN9,0.78
PIEN14,0.79
PIEN18,0.81
PIEN21,0.81
PIEN24,0.81
PIEN26,0.78
PIEN27,0.79
PIEN28,0.78
PIEN31,0.8
PIEN33,0.76
PIEN34,0.8
PIEN35,0.79
PIEN38,0.81
PIEN40,0.75
PIEN42,0.8
PIEN45,0.76
PIEN46,0.8
PIEN56,0.79
