TreeID,Fv_Fm_dark
PSME3,0.77
PSME6,0.75
PSME12,0.77
PSME15,0.8
PSME17,0.78
PSME20,0.76
PSME22,0.75
PSME26,0.8
PSME27,0.79
PSME30,0.79
PSME31,0.8
PSME35,0.79
PSME37,0.79
PSME42,0.78
PSME45,0.78
PSME46,0.77
PSME48,0.78
PSME50,0.74
PSME57,0.75
PSME58,0.78
