TreeID,Fv_Fm_dark
PSME3,0.79
PSME6,0.77
PSME12,0.79
PSME15,0.73
PSME17,0.78
PSME20,0.75
PSME22,0.73
PSME26,0.71
PSME27,0.79
PSME30,0.76
PSME31,0.82
PSME35,0.8
PSME37,0.79
PSME42,0.75
PSME45,0.72
PSME46,0.76
PSME48,0.76
PSME50,0.69
PSME57,0.78
PSME58,0.73
