TreeID,Fv_Fm_dark
PSME3,0.77
PSME6,0.71
PSME12,0.76
PSME15,0.78
PSME17,0.8
PSME20,0.78
PSME22,0.77
PSME26,0.79
PSME27,0.76
PSME30,0.81
PSME31,0.75
PSME35,0.76
PSME37,0.75
PSME42,0.75
PSME45,0.77
PSME46,0.77
PSME48,0.74
PSME50,0.78
PSME57,0.75
PSME58,0.76
