TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.58
PIFL9,0.81
PIFL10,0.01
PIFL12,0.78
PIFL17,0.26
PIFL21,0.8
PIFL27,0.19
PIFL28,0.79
PIFL29,0.05
PIFL36,0.78
PIFL40,0.72
PIFL41,0.8
PIFL46,0.79
PIFL47,0.52
PIFL52,0.78
PIFL54,0.32
PIFL55,0.8
PIFL57,0.23
