TreeID,Fv_Fm_dark
PIEN1,0.81
PIEN4,0.74
PIEN9,0.78
PIEN14,0.8
PIEN18,0.81
PIEN21,0.81
PIEN24,0.8
PIEN26,0.81
PIEN27,0.79
PIEN28,0.77
PIEN31,0.8
PIEN33,0.77
PIEN34,0.81
PIEN35,0.8
PIEN38,0.79
PIEN40,0.78
PIEN42,0.79
PIEN45,0.77
PIEN46,0.8
PIEN56,0.8
