TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.64
PIFL9,0.8
PIFL10,0.01
PIFL12,0.79
PIFL17,0.37
PIFL21,0.76
PIFL27,0.38
PIFL28,0.77
PIFL29,0.06
PIFL36,0.77
PIFL40,0.77
PIFL41,0.81
PIFL43,0
PIFL46,0.79
PIFL47,0.72
PIFL52,0.78
PIFL54,0.38
PIFL55,0.8
PIFL57,0.37
