TreeID,Fv_Fm_dark
PIEN1,0.81
PIEN4,0.75
PIEN9,0.8
PIEN14,0.75
PIEN18,0.81
PIEN21,0.71
PIEN24,0.79
PIEN26,0.64
PIEN27,0.79
PIEN28,0.21
PIEN31,0.8
PIEN33,0.75
PIEN34,0.81
PIEN35,0.09
PIEN38,0.8
PIEN40,0.08
PIEN42,0.81
PIEN45,0.06
PIEN46,0.81
PIEN56,0.76
