TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.28
PIFL9,0.79
PIFL12,0.79
PIFL17,0
PIFL21,0.78
PIFL27,0
PIFL28,0.79
PIFL36,0.78
PIFL40,0.66
PIFL41,0.81
PIFL46,0.78
PIFL47,0.17
PIFL52,0.79
PIFL54,0.03
PIFL55,0.68
PIFL57,0
