TreeID,Fv_Fm_dark
PIPO1,0.81
PIPO2,0.76
PIPO5,0.8
PIPO10,0.78
PIPO11,0.81
PIPO16,0.79
PIPO18,0.81
PIPO19,0.79
PIPO20,0.8
PIPO22,0.79
PIPO31,0.79
PIPO32,0.79
PIPO35,0.78
PIPO48,0.78
PIPO51,0.78
PIPO52,0.8
PIPO53,0.8
PIPO55,0.79
PIPO56,0.8
PIPO58,0.8
