TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.79
PIFL9,0.81
PIFL10,0.39
PIFL12,0.8
PIFL17,0.66
PIFL21,0.79
PIFL27,0.78
PIFL28,0.79
PIFL29,0.38
PIFL36,0.79
PIFL40,0.77
PIFL41,0.81
PIFL43,0.14
PIFL46,0.78
PIFL47,0.79
PIFL52,0.78
PIFL54,0.75
PIFL55,0.81
PIFL57,0.68
