TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.8
PIFL9,0.78
PIFL10,0.77
PIFL12,0.78
PIFL17,0.79
PIFL21,0.79
PIFL27,0.8
PIFL28,0.8
PIFL29,0.79
PIFL36,0.79
PIFL40,0.78
PIFL41,0.81
PIFL43,0.77
PIFL46,0.8
PIFL47,0.74
PIFL52,0.79
PIFL54,0.8
PIFL55,0.81
PIFL57,0.78
